url,pr_group,ref_pattern,prod_file,location
https://github.com/dhis2/dhis2-core/pull/1845,incl_ref_for_test,change_data_structure,dhis-2/dhis-services/dhis-service-core/src/main/java/org/hisp/dhis/sms/config/SmsGateway.java,https://github.com/dhis2/dhis2-core/pull/1845/files?diff=split&w=1#diff-715bd5337c5cd2580d261aeacf2332172da25f3508706133bb130e724e7ee444R102
https://github.com/dhis2/dhis2-core/pull/2892,only_ref_for_test,create_constructor,dhis-2/dhis-services/dhis-service-core/src/main/java/org/hisp/dhis/sms/config/SmsMessageSender.java,https://github.com/dhis2/dhis2-core/pull/2892/files#diff-cae831a7322730eab31218eb7badcf1d4dfaddc53eac0ca2363a8a12e090a75dR85
https://github.com/dropwizard/metrics/pull/516,incl_ref_for_test,extract_class_for_override,metrics-core/src/main/java/com/codahale/metrics/JmxReporter.java,https://github.com/dropwizard/metrics/pull/516/files?diff=split&w=1#diff-77404fc98b2af4ff4f2d91472bb0cd19f1b6f5c86be4ce61acd1922638f6d54cR105
https://github.com/firebase/firebase-android-sdk/pull/1630,incl_ref_for_test,extract_attribute_for_assertion,firebase-crashlytics/src/main/java/com/google/firebase/crashlytics/internal/analytics/BlockingAnalyticsEventLogger.java,https://github.com/firebase/firebase-android-sdk/pull/1630/files#diff-d7c8f2a4d64d43cf147e8d6fc1696e618cc471c3c94d5af5a996e41275563773R92
https://github.com/firebase/firebase-android-sdk/pull/217,incl_ref_for_test,extract_class_for_override,firebase-firestore/src/main/java/com/google/firebase/firestore/remote/RemoteStore.java,https://github.com/firebase/firebase-android-sdk/pull/217/files?diff=split&w=1#diff-c7d3374444dbf8d5868c2367b77fd52fe7608c08880160b817b272fe396cf9e6R75
https://github.com/flightstats/hub/pull/1131,only_ref_for_test,extract_class_for_invocation,src/main/java/com/flightstats/hub/metrics/MetricRegistryProvider.java,https://github.com/flightstats/hub/pull/1131/files#diff-4b9f406d6492eb3c4bd66ed479596f74bd472468c09041c57754adb18286604aR90
https://github.com/getodk/collect/pull/2489,only_ref_for_test,extract_method_for_override,collect_app/src/main/java/org/odk/collect/android/widgets/BearingWidget.java,https://github.com/getodk/collect/pull/2489/files#diff-534710b4c3fe9ad0c57094cbddd209e530ba4b84688334aa3c5b1494ae367454R86
https://github.com/getodk/collect/pull/2489,only_ref_for_test,widen_access_for_override,collect_app/src/main/java/org/odk/collect/android/widgets/BearingWidget.java,https://github.com/getodk/collect/pull/2489/files#diff-534710b4c3fe9ad0c57094cbddd209e530ba4b84688334aa3c5b1494ae367454R132
https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/349,incl_ref_for_test,extract_method_for_override,dependencies/src/main/java/com/google/cloud/tools/opensource/classpath/StaticLinkageCheckOption.java,https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/349/files#diff-7c09eed805ddb41c99b57feea50bf5d59b95d17815a84f6a3861452d9b571d04R40
https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/743,incl_ref_for_test,extract_method_for_invocation,linkage-monitor/src/main/java/com/google/cloud/tools/dependencies/linkagemonitor/LinkageMonitor.java,https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/743/files?diff=split&w=1#diff-8c1334b01760dd12687bfdc53187665681b33a434814ad824e501a3493a04373R144
https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/743,incl_ref_for_test,extract_method_for_invocation,linkage-monitor/src/main/java/com/google/cloud/tools/dependencies/linkagemonitor/LinkageMonitor.java,https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/743/files?diff=split&w=1#diff-8c1334b01760dd12687bfdc53187665681b33a434814ad824e501a3493a04373R157
https://github.com/grpc/grpc-java/pull/1270,incl_ref_for_test,widen_access_for_invocation,core/src/main/java/io/grpc/internal/ServerCallImpl.java,https://github.com/grpc/grpc-java/pull/1270/files#diff-eb52e5439a3edc906eefac835a8df6f59a3aa9f19a9ec5ed62024fa19bcda4ecR135
https://github.com/grpc/grpc-java/pull/3029,incl_ref_for_test,widen_access_for_override,core/src/main/java/io/grpc/internal/AbstractManagedChannelImplBuilder.java,https://github.com/grpc/grpc-java/pull/3029/files?diff=split&w=1#diff-daee08ff4a4ba923599b66efc890057364c2e38046e102a5c968ffb72ea772dbR194
https://github.com/grpc/grpc-java/pull/3094,incl_ref_for_test,inject_dependency,core/src/test/java/io/grpc/internal/ServerImplTest.java,https://github.com/grpc/grpc-java/pull/3094/files#diff-18f2014d08f971729a6422e80eae0ce16dab9639129ac4522d9a4c75cb1a420cR551
https://github.com/hcoles/pitest/pull/633,incl_ref_for_test,extract_class_for_invocation,pitest-command-line/src/main/java/org/pitest/mutationtest/commandline/MutationCoverageReport.java,https://github.com/hcoles/pitest/pull/633/files#diff-d7b188bb27b4b45bd0f761b0d2b364772993b0886f15b522412b5889cc28bc85R36
https://github.com/hmcts/idam-web-public/pull/196,only_ref_for_test,extract_method_for_invocation,src/main/java/uk/gov/hmcts/reform/idam/web/AppController.java,https://github.com/hmcts/idam-web-public/pull/196/files#diff-d93287afc1cbdc3eff5dd0907d0b70b934aa349ac8b3fe440fbb5dfcf849ea93R361
https://github.com/ikasanEIP/ikasan/pull/7,incl_ref_for_test,extract_method_for_override,ikasaneip/component/endpoint/quartz-schedule/src/main/java/org/ikasan/component/endpoint/quartz/consumer/ScheduledConsumer.java,https://github.com/ikasanEIP/ikasan/pull/7/files#diff-b138a55b1b35d190f52910a6543b72bc5de5562dfda3c400d392dc1961c36d10R268
https://github.com/jchambers/pushy/pull/43,incl_ref_for_test,extract_method_for_override,src/main/java/com/relayrides/pushy/apns/PushManager.java,https://github.com/jchambers/pushy/pull/43/files#diff-19fde06362be0daf2b96f5b5ed361775e6646dd7a1e47875f5cc868966d4a33dR431
https://github.com/jenkinsci/gitlab-plugin/pull/335,incl_ref_for_test,widen_access_for_invocation,src/main/java/com/dabsquared/gitlabjenkins/webhook/ActionResolver.java,https://github.com/jenkinsci/gitlab-plugin/pull/335/files#diff-373f3bc3bec91ae5d8397f8136a2c2d260a65617cd2f719537bc240e56119cbcR140
https://github.com/jenkinsci/xldeploy-plugin/pull/10,only_ref_for_test,add_param_for_override,src/main/java/com/xebialabs/deployit/ci/GeneratedLocation.java,https://github.com/jenkinsci/xldeploy-plugin/pull/10/files?diff=split&w=1#diff-e64691adba083ef8feb7b050b3ca3016f3e15869d24ca83bdec69b99cc7f8f8cR54
https://github.com/jmxtrans/jmxtrans/pull/171,only_ref_for_test,extract_class_for_invocation,src/com/googlecode/jmxtrans/jmx/JmxResultProcessor.java,https://github.com/jmxtrans/jmxtrans/pull/171/files#diff-d97fe6da56ad6b50374f4cbe77acdfb7b6db47e30070cb54936ca8638fcee6d3R191
https://github.com/jmxtrans/jmxtrans/pull/291,incl_ref_for_test,extract_class_for_invocation,jmxtrans-utils/src/main/java/com/googlecode/jmxtrans/util/ObjectToDouble.java,https://github.com/jmxtrans/jmxtrans/pull/291/files#diff-eab83fa0733a630b3948817a9b7179b28cfe47aa47a3555a876a9a999792d40dR109
https://github.com/jmxtrans/jmxtrans/pull/291,incl_ref_for_test,extract_method_for_override,jmxtrans-output/jmxtrans-output-cloudwatch/src/main/java/com/googlecode/jmxtrans/model/output/CloudWatchWriter.java,https://github.com/jmxtrans/jmxtrans/pull/291/files#diff-cfc0d08fc1541125e3485ee73242c6b50652baa3f9d6e22203a4c262dd8707b4R41
https://github.com/kiegroup/drools-wb/pull/184,incl_ref_for_test,widen_access_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/ConstraintValueEditor.java,https://github.com/kiegroup/drools-wb/pull/184/files?diff=split&w=1#diff-90c28778706543a6f5e6929d07852b712a1238915f521944180de88c4dc9620fR102
https://github.com/kiegroup/drools-wb/pull/184,incl_ref_for_test,widen_access_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/ConstraintValueEditor.java,https://github.com/kiegroup/drools-wb/pull/184/files?diff=split&w=1#diff-90c28778706543a6f5e6929d07852b712a1238915f521944180de88c4dc9620fR107
https://github.com/kiegroup/drools-wb/pull/184,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/ConstraintValueEditor.java,https://github.com/kiegroup/drools-wb/pull/184/files?diff=split&w=1#diff-90c28778706543a6f5e6929d07852b712a1238915f521944180de88c4dc9620fR97
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR87
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR134
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR124
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR129
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR139
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR144
https://github.com/kiegroup/drools-wb/pull/203,incl_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/editor/AttributeSelectorPopup.java,https://github.com/kiegroup/drools-wb/pull/203/files?diff=split&w=1#diff-bb2a3df0fd909cd5ef7cd2cbe01dc42648a1ea72d1ddc83e59c03c3041f9a42fR149
https://github.com/kiegroup/drools-wb/pull/306,only_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-test-scenario-editor/drools-wb-test-scenario-editor-backend/src/main/java/org/drools/workbench/screens/testscenario/backend/server/ScenarioTestEditorServiceImpl.java,https://github.com/kiegroup/drools-wb/pull/306/files?diff=split&w=1#diff-a810c5f8c5f1f0ae194dab8b0a7a9308730a29364938afe3a18258f7de37a81aR253
https://github.com/kiegroup/drools-wb/pull/306,only_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-test-scenario-editor/drools-wb-test-scenario-editor-backend/src/main/java/org/drools/workbench/screens/testscenario/backend/server/ScenarioTestEditorServiceImpl.java,https://github.com/kiegroup/drools-wb/pull/306/files?diff=split&w=1#diff-a810c5f8c5f1f0ae194dab8b0a7a9308730a29364938afe3a18258f7de37a81aR257
https://github.com/kiegroup/drools-wb/pull/306,only_ref_for_test,extract_method_for_override,drools-wb-screens/drools-wb-test-scenario-editor/drools-wb-test-scenario-editor-backend/src/main/java/org/drools/workbench/screens/testscenario/backend/server/ScenarioTestEditorServiceImpl.java,https://github.com/kiegroup/drools-wb/pull/306/files?diff=split&w=1#diff-a810c5f8c5f1f0ae194dab8b0a7a9308730a29364938afe3a18258f7de37a81aR261
https://github.com/kiegroup/drools-wb/pull/306,only_ref_for_test,extract_method_for_invocation,drools-wb-screens/drools-wb-test-scenario-editor/drools-wb-test-scenario-editor-backend/src/main/java/org/drools/workbench/screens/testscenario/backend/server/ScenarioTestEditorServiceImpl.java,https://github.com/kiegroup/drools-wb/pull/306/files?diff=split&w=1#diff-a810c5f8c5f1f0ae194dab8b0a7a9308730a29364938afe3a18258f7de37a81aR238
https://github.com/kiegroup/drools-wb/pull/822,incl_ref_for_test,extract_class_for_invocation,drools-wb-screens/drools-wb-guided-rule-editor/drools-wb-guided-rule-editor-client/src/main/java/org/drools/workbench/screens/guided/rule/client/widget/operator/SingleFieldConstraintOperatorSelector.java,https://github.com/kiegroup/drools-wb/pull/822/files#diff-ed2961db4efac2d4b2d65f6e4bb16fa46555a83b5364a36fbc162891cfab3bc9R668
https://github.com/kiegroup/kie-wb-common/pull/277,only_ref_for_test,add_constructor_param,kie-wb-common-screens/kie-wb-common-project-editor/kie-wb-common-project-editor-client/src/main/java/org/kie/workbench/common/screens/projecteditor/client/forms/KSessionsPanel.java,https://github.com/kiegroup/kie-wb-common/pull/277/files#diff-195b466598b765a6a5b7d806b12c6a434c4134715caad6a538ce10daee14b015R52
https://github.com/kiegroup/kie-wb-common/pull/367,only_ref_for_test,widen_access_for_invocation,kie-wb-common-widgets/kie-wb-common-ui/src/main/java/org/kie/workbench/common/widgets/client/widget/LiteralTextBox.java,https://github.com/kiegroup/kie-wb-common/pull/367/files#diff-70765da91dc058f5b1110a8a7e6b4ef3f71cfe1f3e582a9cf82f6b3f05ebf305R34
https://github.com/kiegroup/kie-wb-common/pull/367,only_ref_for_test,extract_method_for_invocation,kie-wb-common-widgets/kie-wb-common-ui/src/main/java/org/kie/workbench/common/widgets/client/widget/LiteralTextBox.java,https://github.com/kiegroup/kie-wb-common/pull/367/files#diff-70765da91dc058f5b1110a8a7e6b4ef3f71cfe1f3e582a9cf82f6b3f05ebf305R50
https://github.com/kiegroup/kie-wb-common/pull/39,only_ref_for_test,extract_method_for_override,kie-wb-common-screens/kie-wb-common-server-ui/kie-wb-common-server-ui-client/src/main/java/org/kie/workbench/common/screens/server/management/client/util/ReadOnlyTextBox.java,https://github.com/kiegroup/kie-wb-common/pull/39/files#diff-1b07691e6127c6ffd724a131f9e18b114394af75ceac94f5f952e0d8758d3723R34
https://github.com/kiegroup/kie-wb-common/pull/39,only_ref_for_test,widen_access_for_invocation,kie-wb-common-screens/kie-wb-common-server-ui/kie-wb-common-server-ui-client/src/main/java/org/kie/workbench/common/screens/server/management/client/util/ReadOnlyTextBox.java,https://github.com/kiegroup/kie-wb-common/pull/39/files#diff-1b07691e6127c6ffd724a131f9e18b114394af75ceac94f5f952e0d8758d3723R11
https://github.com/knowm/XChange/pull/20,only_ref_for_test,extract_method_for_override,xchange-core/src/main/java/com/xeiam/xchange/proxy/RestInvocationHandler.java,https://github.com/knowm/XChange/pull/20/files#diff-e86870907f945dd9ee979cc2db491fea5c6cac1b487949c5dca8f1bb9affaf89R72
https://github.com/line/armeria/pull/310,incl_ref_for_test,extract_method_for_invocation,core/src/main/java/com/linecorp/armeria/client/routing/EndpointGroupRegistry.java,https://github.com/line/armeria/pull/310/files?diff=split&w=1#diff-a6f4cc06cce08b2601f13bb85189af008e8a2e68f4a735986b862a87f84d7638R46
https://github.com/linkedin/ambry/pull/862,incl_ref_for_test,add_constructor_param,ambry-frontend/src/main/java/com.github.ambry.frontend/AmbryBlobStorageService.java,https://github.com/linkedin/ambry/pull/862/files?diff=split&w=1#diff-554d944f3bc88157f7137df89a51895f3fbfb1165038fa279f904e4fe0485c9aR1046
https://github.com/micrometer-metrics/micrometer/pull/765,only_ref_for_test,extract_method_for_override,micrometer-spring-legacy/src/main/java/io/micrometer/spring/autoconfigure/export/graphite/GraphiteMetricsExportAutoConfiguration.java,https://github.com/micrometer-metrics/micrometer/pull/765/files#diff-017c9133845f4af83f15e6420edc98ac42fdf2f379290545ae497ebd6a6c9657R97
https://github.com/Netflix/hollow/pull/219,only_ref_for_test,widen_access_for_override,hollow/src/main/java/com/netflix/hollow/api/producer/HollowProducer.java,https://github.com/Netflix/hollow/pull/219/files#diff-bebff128a4d63e213c3189cfd6488a2035f161c712870be19d80e13448d24a4eR213
https://github.com/novoda/download-manager/pull/26,incl_ref_for_test,extract_class,library/src/main/java/com/novoda/downloadmanager/lib/ConcurrentDownloadsLimitProvider.java,https://github.com/novoda/download-manager/pull/26/files#diff-b10f0f1353c29a39b6d938625cbbdd93eb6881d12be11476d3d86756a886b537R16
https://github.com/ONSdigital/sdx-collect/pull/24,only_ref_for_test,create_method_for_override,src/main/java/com/github/onsdigital/ConfigurationManager.java,https://github.com/ONSdigital/sdx-collect/pull/24/files#diff-8d7ef92643e7fb0552d3d79561526fb5fbf9bab2c88003a83fab0c9f33116489R73
https://github.com/ONSdigital/sdx-collect/pull/24,only_ref_for_test,extract_class_for_invocation,src/main/java/com/github/onsdigital/perkin/helper/TemplateLoader.java,https://github.com/ONSdigital/sdx-collect/pull/24/files#diff-8991dd0a7d1d3af4f7b39e16509667c6b11f4364f0c33ed1f52e6448916f404aR40
https://github.com/OpenLiberty/open-liberty/pull/706,incl_ref_for_test,extract_method_for_override,dev/com.ibm.ws.security.javaeesec.cdi/src/com/ibm/ws/security/javaeesec/cdi/beans/BasicHttpAuthenticationMechanism.java,https://github.com/OpenLiberty/open-liberty/pull/706/files?diff=split&w=1#diff-bd8a43b99104891e5e387ce42628eeb6478130fd8bb235c8d2edbb5a3746dce4R82
https://github.com/openmrs/openmrs-contrib-android-client/pull/335,only_ref_for_test,add_constructor_param,openmrs-client/src/main/java/org/openmrs/mobile/activities/login/LoginPresenter.java,https://github.com/openmrs/openmrs-contrib-android-client/pull/335/files#diff-a08a8672d38137a58f81c992ce9ccda37a3e61904dab74b141977ca364c04836R65
https://github.com/openmrs/openmrs-contrib-android-client/pull/349,only_ref_for_test,add_constructor_param,openmrs-client/src/main/java/org/openmrs/mobile/activities/patientdashboard/vitals/PatientDashboardVitalsPresenter.java,https://github.com/openmrs/openmrs-contrib-android-client/pull/349/files#diff-21e6dfb384292a19172eb526ff517140445ff7d3b3172b95eab5808b63db773fR48
https://github.com/OpenRefine/OpenRefine/pull/2839,incl_ref_for_test,widen_access_for_override,extensions/wikidata/src/org/openrefine/wikidata/qa/WikidataConstraintFetcher.java,https://github.com/OpenRefine/OpenRefine/pull/2839/files#diff-367c88cfad59847336f818d4276255a5c1c23cf155073ae8a5511d8521c3eeeaR59
